id	en	ja	es	de	fr	it	pt_BR	es_US	pl	zh	tr	se	en_US	ru
skill_grounded_homing_attack_description	Allows starting a Homing Attack when on the ground.	地上にいる時に\nホーミングアタックをできる。	Permite realizar un Ataque Teledirigido desde el suelo.	Erlaubt vom Boden aus eine Homing Attack zu starten.		Permette di iniziare un Attacco a Ricerca mentre sei a terra.	Permite iniciar um Ataque Direcionado do chão.	Puedes realizar el Ataque teledirigido estando en tierra.	Pozwala na wykonanie\nAtaku Naprowadzającego na ziemi.	允許在地面上使用追蹤攻擊。	Yerdeyken Güdümlü Saldırı yapmana izin verir.	Tillåter att starta en Målsökande Attack när du är på marken.		Позволяет делать Самонаводящуюся атаку,\nнаходясь на земле.
skill_air_boost	Air Boost	エアブースト	Impulso Aéreo	Air Boost		Boost Aereo	Impulso Aéreo	Impulso aéreo	Powietrzny Pęd	空中衝刺	Hava Desteği	Luftboost		Ускорение в воздухе
skill_air_boost_description	Allows performing a Speed Break in the air.	空にいる時に\nスピードブレイクをできる。	Permite realizar un Impulso en el aire.	Erlaubt es Speed Break in der Luft zu aktivieren.		Permette di usare la Rottura della Velocità in aria.	Permite realizar um Impulso Veloz no ar.	Puedes realizar un Speed Break en el aire.	Pozwala na wykonanie Zrywu Pędu w powietrzu.		Havada hız kesme manevrası yapılmasına olanak tanır.	Möjliggör att utföra en Hastighetsbrytning i luften.		Позволяет выполнить """Ускорение""" в воздухе.
skill_instant_speed_break	Insta-Break	インスタブレイク	Impulso Instantáneo	Insta-Break		Insta-Rottura	Impulso Instantâneo	Quiebre inmediato	Natychmiastowy Zryw		Anında Ara	Insta-Brytning		Мгновенный порыв
skill_instant_speed_break_description	Reduces startup on Speed Break.	スピードブレイク\n起動時を削減する。	Disminuye el tiempo de pausa\nal realizar un impulso.	Reduziert die Start-Animation für Speed Break.		Reduce il tempo d'inizio della Rottura della Velocità.	Reduz o tempo de ativação do Impulso Veloz.	Disminuye el tiempo de activación\ndel Speed Break.	Zmniejsza czas wystartowania Zrywu Pędu.		Hız kesme anında kalkış süresini azaltır.	Minskar uppstart vid Hastighetsbrytning.		Сокращает время запуска """Ускорения""".
skill_quick_step	Quick Step	クイックステップ	Paso Rápido	Quick Step		Passo Rapido	Deslocamento Rápido	Paso rápido	Szybki Krok	快速跨步	Çabuk Adım	Kvicksteg		Шаг в сторону
skill_quick_step_description	Press the Step Buttons when running to step sideways.	走り中にステップボタンを押すと\n横にステップします。	Pulsa los botones traseros en carrera para realizar un movimiento lateral.	Drücke die Step-Knöpfe während man rennt, um einen Schnellschritt auszuführen.		Premi il Pulsante del Passo quando corri per eseguire un Passo Rapido.	Pressione os botões de Esquiva enquanto\ncorre para realizar um Deslocamento Rápido.	Presiona los botones de paso mientras corres\npara dar un paso rápido.	Wciśnij Przyciski Kroku podczas biegu\nby wykonać Szybki Krok.	跑步時按下跨步鍵可以使用快速跨步。	Çabuk Adım gerçekleştirmek için koşarken Adım Düğmelerine bas.	Tryck på Stegknapparna när du springer för att ta ett steg i sidled.		Нажимайте кнопки """Шаг в сторону""", чтобы быстро\nперемещаться влево и вправо во время бега.
skill_quick_step1	Quick Slide	クイックスライド	Deslizamiento Lateral	Quick Slide		Scivolamento Veloce	Deslizamento Rápido	Deslizamiento rápido	Szybki Wślizg		Hızlı Kayma	Snabbglidning		Скольжение вбок
skill_quick_step_description1	Press and hold the Step Buttons when running to slide sideways.	走っている時にステップボタンを押すと\n横にスライドします。	Presiona y mantén un botón de Paso Rápido para deslizarte lateralmente.	Drücke und halte die Step-Knöpfe während man rennt, um seitwärts zu rutschen.		Tieni premuto il Pulsante del Passo mentre corri per scivolare lateralmente. 	Segure os botões de Esquiva enquanto \ncorre para deslizar lateralmente	Presiona y mantén los botones de Paso\npara deslizarte lateralmente.	Wciśnij i przytrzymaj Przyciski Kroku\npodczas biegania aby ślizgać się na boki.		Koşarken yana doğru kaymak için Adım Düğmelerine basılı tut.	Tryck och håll ner Stegknapparna när du springer för att glida i sidled.		Нажмите и удерживайте кнопки """Скольжение вбок"""\nво время бега, чтобы скользить вбок.
skill_light_speed_dash	Light Speed Dash	ライトスピードダッシュ	Acelerón de Anillos	Light Speed Dash		Slancio alla Velocità della Luce	Arrancada Suave	Arranque a velocidad luz	Pęd Prędkości Światła	光速衝刺	Işık Hızı Atılma	Ljushastighetsrusning		Световой рывок
skill_light_speed_dash_description	Press the Light Dash Button when\nnear Rings to travel along them.	リングの近くにライトダッシュボタンを\n押すことでリングに沿って移動する。	Pulsa el botón del Acelerón de Anillos para viajar sobre una hilera de Anillos.	Drücke den Light Dash-Knopf in der Nähe von Ringen, um an ihnen entlang zu fliegen.		Premi il Pulsante Slancio della Luce quando\nsei vicino a degli anelli per viaggiare tra di essi.	Pressione o botão de Arrancada Suave próximo\na anéis para viajar sobre eles.	Presiona el botón del Arranque luz cerca de\nuna hilera de Anillos para viajar por ellos.	Wciśnij przycisk Pędu Pręd. Światła gdy jesteś\nblisko pierścieni, by przemierzyć się wzdłuż nich.	在接近金環時按下光速衝刺鍵可以隨著金還穿梭。	Halkaların yakınındayken Işık Hızı Düğmesine\nbasarak halkalar boyunca ilerleyin.	Tryck på Ljusrusningsknappen när du är\nnära ringar för att färdas längs dem.		Нажимайте кнопку """Световой рывок""" и вы сможете\nдвигаться со скоростью света по дорожкам\nиз колец.
skill_light_speed_attack	Light Speed Attack	ライトスピードアタック	Ataque Fugaz	Light Speed Attack		Attacco alla Velocità della Luce	Ataque Fugaz	Ataque a velocidad luz	Atak Prędkości Światła	光速攻擊	Işık Hızı Saldırı	Ljushastighetsattack		Световая атака
skill_light_speed_attack_description	Hold the Attack button during a Homing Attack to attack multiple enemies quickly.	ホーミングアタック時にアタックボタンを押し\n続けると敵を早く攻撃する。	Mantén el botón de Salto para atacar a varios enemigos rápidamente.	Halte die Sprung-Taste während einer Homing Attack gedrückt, um mehrere Gegner auf einmal anzugreifen.		Tieni premuto il Tasto di Salto durante un'attacco a ricerca per attaccare multipli nemici velocemente.	Segure o Botão de Ataque durante um Ataque Direcionado\npara atacar vários inimigos rapidamente.	Mantener presionado el botón de salto durante un ataque teledirigido\npermite golpear a los enemigos más rápidamente.	Trzymaj przycisk Skoku podczas Ataku Naprowadzającego\nby szybko zaatakować kilku przeciwników.	在進行追蹤攻擊時按下跳躍鍵可以快速攻擊多數敵人。	Bir sürü düşmana hızlıca saldırmak için Hedefe Yönelik Saldırı sırasında Zıplama düğmesini basılı tut.	Håll Attackknappen intryckt under en Målsökande Attack för att attackera flera fiender snabbt.		Удерживайте кнопку атаки во время Cамонаводящейся атаки,\nчтобы быстро уничтожить множество врагов со скоростью света.
skill_crest_wind	Crest of Wind	クレストオブウィンド	Cresta del Viento	Wappen des Windes		Cresta del Vento	Crista do Vento	Cresta de viento	Szczyt Wiatru	風之徽章	Rüzgarın Zirvesi	Vapen av Vind		Герб ветра
skill_crest_wind_description	Consumes rings to provide a speed boost when running at full speed.	全速力で走る時にリングを消費して\n最高速度の上限が上昇する。	Desbloquea el poder del Viento al\nequipar 10 o más abilidades de Viento.	Reduziert Ringe im Austausch für einen Geschwindigkeitsschub bei maximaler Geschwindkeit.		Consuma anelli per dare un aumento di velocità quando sei a velocità massima.	Consome anéis para receber um impulso\nao correr na velocidade máxima.	Gasta anillos para aumentar el límite de\nvelocidad al correr a toda velocidad.	Konsumuje pierścienie, aby dostarczyć przyśpieszenie\npodczas biegania z maks. prędkością.	全速奔跑時消耗金環以獲得加速效果。	10 Rüzgar tabanlı beceriyi kuşanırsan\nRüzgar gücünü açarsın.	Förbrukar ringar för att ge en hastighetsökning när du springer i full fart.		Расходует кольца, обеспечивая ускорение\nпри беге на полной скорости.
skill_crest_fire	Crest of Fire	クレストオブフャイヤー	Cresta Ígnea	Wappen des Feuers		Cresta del Fuoco	Crista do Fogo	Cresta de fuego	Szczyt Ognia	焰之徽章	Ateşin Zirvesi	Vapen av Eld		Герб огня
skill_crest_fire_description	Creates a large explosion when performing a homing attack on enemies.	敵にホーミングアタック時に\n大きい爆発を引き起こす。	Desbloquea el poder del Fuego al\nequipar 6 o más abilidades de Fuego.	Erzeugt große Explosionen während man eine Homing Attack auf Gegnern ausführt.		Crea una grande esplosione quando usi il tuo Attacco a Ricerca sui nemici.	Cria uma grande explosão ao acertar um inimigo\ncom o Ataque Direcionado.	El ataque teledirigido provoca una\ngran explosión sobre el enemigo.	Tworzy wielką eksplozję podczas wykonywania\nAtaku Naprowadzającego na przeciwnikach.	對敵人使用追蹤攻擊時追加大爆炸效果。	6 Ateş tabanlı beceriyi kuşanırsan\nAteş gücünü açarsın.	Skapar en stor explosion vid utförande av en Målsökande Attack mot fiender.		Создаёт большой взрыв при\nСамонаводящейся атаке по врагам.
skill_crest_dark	Crest of Darkness	クレストオブダーク	Cresta Sombría	Wappen der Finsternis		Cresta delle Tenebre	Crista da Escuridão	Cresta sombría	Szczyt Mroku	闇之徽章	Karanlığın Zirvesi	Vapen av Mörker		Герб тьмы
skill_crest_dark_description	Increases the Soul Gauge when running at full speed and increases defense when it is charged.	全速力で走る時にソウルゲージが上昇する。\nチャージされている時に防衛力が追加される。	Desbloquea el poder de la Oscuridad al\nequipar 8 o más habilidades Oscuras.	Erhöht die Soul Gauge bei maximaler Geschwindkeit und erhöht Verteidigung sobald diese aufgeladen ist.		Aumenta l'Indicatore dell'Anima quando sei a velocità massima\ne aumenta la difesa quando è carico.	Enche a Barra Espiritual ao alcançar a velocidade\nmáxima e aumenta a defesa quando ela estiver carregada.	El medidor de almas aumenta cuando corres a toda\nvelocidad. La defensa aumenta cuando está cargado.	Zwiększa Pasek Dusz podczas biegania z maks. prędkościa,\noraz zwiększa obronę gdy jest naładowany.	全速奔跑時恢復魂力量表，並在充滿時增加防禦力。	8 Karanlık tabanlı beceriyi kuşanırsan\nKaranlık gücünü açarsın.	Ökar Själsmätaren när du springer i full fart och ökar försvaret när den är laddad.		Увеличивает шкалу души при беге на полной\nскорости и повышает защиту при зарядке.
skill_darkspine	Darkspine	ダークスパインソニック	Sombraespín	Darkspine		Darkspine	Darkspine	Espinoscuro	Darkspine		Karadiken	Darkspine		Даркспайн
skill_darkspine_description	Increase the Soul Gauge at will.	ソウルゲージを自由に増やす。	Puedes llenar la Barra de Almas\na voluntad.	Erhöht die Soul Gauge nach Belieben.		Aumenta la Barra dell'Anima a volontà.	Enche a Barra Espiritual à vontade.	Aumenta el Medidor de almas a voluntad.	Naładuj Pasek Dusz kiedy chcesz.	自由增加魂力量表。	Ruh Göstergesini istediğin gibi artır.	Öka Själsmätaren efter behag.		Увеличивает шкалу души по мере необходимости.
skill_character	Character Mods	MOD　キャラ	Mods de Personaje	Mod-Charaktere			Mods de Personagens	Mods de personajes	Zmodyfikowane Postacie		Modlanmış Karakterler.	Modifierade Karaktärer		Моды на персонажей
skill_character_description	Community made character mods.	プレイヤー作ったキャラクターMOD。	Personajes creados por la comunidad.	Von der Community erstellte Charakter-Mods			Mods de personagens feitos pela comunidade.	Mods de personajes creados por la comunidad.	Modyfikacje postaci stworzone przez społeczność.		Topluluğun yaptığı karakter modları.	Communityskapade karaktärsmoddar.		Персонажи, созданные сообществом.
skill_custom_character_description	Play as [CHARACTER].	[CHARACTER]としてプレイします。	Juega con [CHARACTER].	Spiele als [CHARACTER].			Jogar como [CHARACTER]	Jugar con [CHARACTER].	Graj jako [CHARACTER].		[CHARACTER] olarak oyna.	Spela som [CHARACTER].		Играть за [CHARACTER].
														
														
bonus_ring	Ring Bonus	リング　ボーナス	Bonificación por Anillos	Ring-Bonus		Bonus Anelli	Bônus de Anel	Bonus por Anillos	Bonus Pierścieni	金環獎勵	Yüzük Bonusu	Ringbonus		Бонус за кольца
bonus_enemy	Enemy Bonus	マジン　ボーナス	Bonificación por Enemigos	Gegner-Bonus		Bonus Nemici	Bônus de Inimigo	Bonus por Enemigos	Bonus Przeciwników	敵人獎勵	Düşman Bonusu	Fiendebonus		Бонус за врагов
bonus_drift	Drift Bonus	ドリフト　ボーナス	Bonificación por Derrape	Drift-Bonus		Bonus Derapata	Bônus de Derrapagem	Bonus por derrapes	Bonus Driftu	甩尾獎勵	Kayma Bonusu	Driftbonus		Бонус за дрифт
bonus_grindstep	Grind Step Bonus	ステップ　ボーナス	Bonificación por Aterrizaje en Raíl	Grind Step-Bonus		Bonus Corsa sulla Ringhiera	Bônus de Troca de Trilho	Bonus por cambio de riel	Bonus Kroku Szynowego	換軌獎勵	Ray Adımı Bonusu	Glidstegsbonus		Бонус за скольжение
bonus_grind_shuffle	Grind Shuffle Bonus	シャッフル　ボーナス	Bonificación por Truco en Raíl	Grind Shuffle-Bonus		Bonus Azione su Ringhiera	Bônus de Truque no Trilho	Bonus por trucos en riel	Bonus Przeplatanki Szynowej	踏軌加速獎勵	Ray Karışık Hareket Bonusu	Glidblandningsbonus		Бонус за комбо скольжение
bonus_exp	EXP Bonus	EXP　ボーナス	Bonificación de EXP	EP-Bonus		Bonus PE	Bônus de EXP	Bonus de EXP	Bonus PD	EXP獎勵	EXP Bonusu	EXP Bonus		Бонус за опыт
														
spb_brackets	[DATA]	【DATA】	[DATA]	[DATA]		[DATA]	[DATA]	[DATA]	[DANE]	[DATA]	[VERİ]	[DATA]		[ДАННЫЕ]
spb_chapter	Chapter	第章	Capítulo	Kapitel		Capitolo	Capítulo	Capítulo	Rozdział	章節	Bölüm	Kapitel		Глава
spb_chapter_history	HISTORY	ヒストリー	HISTORIA	GESCHICHTE		STORIA	HISTÓRIA	HISTORIA	HISTORIA	歷史	TARİH	HISTORIA		ИСТОРИЯ
spb_chapter_illust	ILLUSTRATIONS	イラスト	ILUSTRACIONES	ILLUSTRATIONEN		ILLUSTRAZIONI	ILUSTRAÇÕES	ILUSTRACIONES	ILLUSTRACJE	插圖	RESİMLER	ILLUSTRATIONER		ИЛЛЮСТРАЦИИ
spb_chapter_movie	MOVIE	ムービー	ESCENAS	FILMCLIP		FILMATI	CENAS	CINEMÁTICAS	SCENY	電影	FİLM	FILM		КАТСЦЕНЫ
spb_chapter_dev	DEVELOPER MATERIAL	開発資料	DESARROLLO DEL JUEGO	ENTWICKLERMATERIAL		MATERIALE DEGLI SVILUPPATORI	MATERIAL DE DESENVOLVIMENTO	MATERIALES DEL DESARROLLO	MATERIAŁ DEWELOPERSKI	開發素材	GELİŞTİRİCİ MATERYAL	UTVECKLARENS MATERIAL		ДОКУМЕНТЫ ПО РАЗРАБОТКЕ
spb_chapter_music	BGM	BGM	MÚSICA	BGM		MUSICA	MÚSICA	MÚSICA DE FONDO	MUZYKA W TLE	BGM	APM	BAKGRUNDSMUSIK		МУЗЫКА
spb_chapter_rank	ACHIEVEMENTS	ランクネーム	LOGROS	ERRUNGENSCHAFTEN		RISULTATI	CONQUISTAS	LOGROS	OSIĄGNIĘCIA	成就	BAŞARIMLAR	PRESTATIONER		ДОСТИЖЕНИЯ
spb_chapter_diary	BIG'S TRAVEL DIARY	ビッグの旅日記	DIARIO DE VIAJE DE BIG	BIGS REISETAGEBUCH		DIARIO DI VIAGGIO DI BIG	DIÁRIO DE VIAGEM DO BIG	DIARIO DE VIAJE DE BIG	PAMIĘTNIK Z PODRÓŻY BIG'A	比谷的旅行日誌	BIG'İN SEYAHAT GÜNLÜĞÜ	BIG'S RESEDAGBOK		ДНЕВНИК ПУТЕШЕСТВИЙ КОТА БИГА
														
spb_hint_complete	Complete [AREA] Mission [NUMBER]...	[AREA]ミッション[NUMBER]をクリアする...	Supera la Misión [NUMBER] del [AREA]...	Absolviere [AREA] Mission [NUMBER]...		Completa la Missione [NUMBER] in [AREA]...	Conclua a Missão [NUMBER] de [AREA]...	Completa la misión [NUMBER] de [AREA]...	Ukończ [AREA] Misję [NUMBER]...	完成 [AREA] 第 [NUMBER] 任務…	[AREA] [NUMBER] Tamamla...	Slutför [AREA] Uppdrag [NUMBER]...		Пройдите [AREA] в миссии [NUMBER]...
spb_hint_silver	Get [NUMBER] Silver Medals...	[NUMBER]個の銀メダルを集めて...	Consigue [NUMBER] Medallas de Plata...	Hol dir [NUMBER] Silbermedaillen...		Ottieni [NUMBER] Medaglie d'Argento...	Consiga [NUMBER] Medalhas de Prata...	Obtén [NUMBER] Medallas plateadas...	Zdobądż [NUMBER] Srebrnych Medali...	獲得 [NUMBER] 銀色獎牌…	[NUMBER] Gümüş Madalya Kazan...	Få [NUMBER] silvermedaljer...		Соберите [NUMBER] серебряных медалей...
spb_hint_gold	Complete [AREA]\nMission [NUMBER] with a Gold Medal...	[AREA]ミッション[NUMBER]を金メダルでクリアする...	Obtén una Medalla de Oro en la Misión [NUMBER] del [AREA]...	Absolviere [AREA]\nMission [NUMBER] mit einer Goldmedaille...		Ottieni una Medaglia d'Oro\nnella Missione [NUMBER] in [AREA]...	Conclua a Missão [NUMBER]\nde [AREA] com uma Medalha de Ouro...	Completa la misión [NUMBER] de [AREA]\ncon una Medalla dorada...	Ukończ [AREA]\nMisję [NUMBER] ze Złotym Medalem...	以金色獎牌的成績完成 [AREA] 第 [NUMBER] 任務…	[AREA]\n[NUMBER]'i Altın Madalya ile tamamla...	Slutför [AREA]\nUppdrag [NUMBER] med en Guldmedalj...		Пройдите [AREA] в миссии [NUMBER], чтобы \nполучить золотые медали...
spb_hint_all_gold	Complete All Missions in\n[AREA] with a Gold Medal...	[AREA]の全ミッションを金メダルでクリアする...	Supera todas las Misiones del [AREA] con una Medalla de Oro...	Absolviere alle Missionen in\n[AREA] mit Goldmedaillen...		Ottieni una Medaglia d'Oro in\ntutte le Missioni in [AREA]...	Complete todas as missões em\n[AREA] com Medalhas de Ouro...	Completa todas las misiones de [AREA]\ncon una Medalla dorada...	Ukończ Wszystkie Misje\nw [AREA] ze Złotym Medalem...	以金色獎牌的成績完成 [AREA] 所有任務…	[AREA] tüm\nGörevleri Altın Madalya ile tamamla...	Slutför Alla Uppdrag i\n[AREA] med en Guldmedalj...		Пройдите все миссии,\n[AREA] чтобы получить золотые медали...
spb_hint_big	Hidden somewhere in [AREA] Mission [NUMBER]...	[AREA]ミッション[NUMBER]のどこかに隠されている…	Escondido en alguna parte de la Misión [NUMBER] de [AREA]	Irgendwo in [AREA] Mission [NUMBER] versteckt...		Nascosto da qualche parte in [AREA] missione [NUMBER]...	Escondido em algum lugar na Missão [NUMBER] de [AREA]...	Oculta en alguna parte de\nla misión [NUMBER] de [AREA]...	Ukryte gdzieś w [AREA] Misji [Number]...	隱藏在 [AREA] 第 [NUMBER] 任務…	[AREA] Görev [NUMBER]'nın bir yerinde saklı...	Gömd någonstans i [AREA] Uppdrag [NUMBER]...		Найдите в [AREA] на миссии [NUMBER]...
														
spb_bgm	BGM	BGM	Banda Sonora	BGM		Musica di Sottofondo	Música	MÚSICA DE FONDO	Muzyka w Tle	BGM	APM	BAKGRUNDSMUSIK		Музыка
														
spb_title_ch1_1	History of Sonic - 1991	ソニックの歴史　１９９１年	Historia de Sonic - 1991	Sonics Geschichte - 1991		Storia di Sonic - 1991	História do Sonic - 1991	Historia de Sonic - 1991	Historia Sonica - 1991	索尼克的歷史 — 1991	Sonic'in Tarihi - 1991	Sonics historia - 1991		История Соника. 1991 год
spb_title_ch1_2	History of Sonic - 1992	ソニックの歴史　１９９２年	Historia de Sonic - 1992	Sonics Geschichte - 1992		Storia di Sonic - 1992	História do Sonic - 1992	Historia de Sonic - 1992	Historia Sonica - 1992	索尼克的歷史 — 1992	Sonic'in Tarihi - 1992	Sonics historia - 1992		История Соника. 1992 год
spb_title_ch1_3	History of Sonic - 1993	ソニックの歴史　１９９３年	Historia de Sonic - 1993	Sonics Geschichte - 1993		Storia di Sonic - 1993	História do Sonic - 1993	Historia de Sonic - 1993	Historia Sonica - 1993	索尼克的歷史 — 1993	Sonic'in Tarihi - 1993	Sonics historia - 1993		История Соника. 1993 год
spb_title_ch1_4	History of Sonic - 1994	ソニックの歴史　１９９４年	Historia de Sonic - 1994	Sonics Geschichte - 1994		Storia di Sonic - 1994	História do Sonic - 1994	Historia de Sonic - 1994	Historia Sonica - 1994	索尼克的歷史 — 1994	Sonic'in Tarihi - 1994	Sonics historia - 1994		История Соника. 1994 год
spb_title_ch1_5	History of Sonic - 1995	ソニックの歴史　１９９５年	Historia de Sonic - 1995	Sonics Geschichte - 1995		Storia di Sonic - 1995	História do Sonic - 1995	Historia de Sonic - 1995	Historia Sonica - 1995	索尼克的歷史 — 1995	Sonic'in Tarihi - 1995	Sonics historia - 1995		История Соника. 1995 год
spb_title_ch1_6	History of Sonic - 1996	ソニックの歴史　１９９６年	Historia de Sonic - 1996	Sonics Geschichte - 1996		Storia di Sonic - 1996	História do Sonic - 1996	Historia de Sonic - 1996	Historia Sonica - 1996	索尼克的歷史 — 1996	Sonic'in Tarihi - 1996	Sonics historia - 1996		История Соника. 1996 год
spb_title_ch1_7	History of Sonic - 1997	ソニックの歴史　１９９７年	Historia de Sonic - 1997	Sonics Geschichte - 1997		Storia di Sonic - 1997	História do Sonic - 1997	Historia de Sonic - 1997	Historia Sonica - 1997	索尼克的歷史 — 1997	Sonic'in Tarihi - 1997	Sonics historia - 1997		История Соника. 1997 год
spb_title_ch1_8	History of Sonic - 1998	ソニックの歴史　１９９８年	Historia de Sonic - 1998	Sonics Geschichte - 1998		Storia di Sonic - 1998	História do Sonic - 1998	Historia de Sonic - 1998	Historia Sonica - 1998	索尼克的歷史 — 1998	Sonic'in Tarihi - 1998	Sonics historia - 1998		История Соника. 1998 год
spb_title_ch1_9	History of Sonic - 1999	ソニックの歴史　１９９９年	Historia de Sonic - 1999	Sonics Geschichte - 1999		Storia di Sonic - 1999	História do Sonic - 1999	Historia de Sonic - 1999	Historia Sonica - 1999	索尼克的歷史 — 1999	Sonic'in Tarihi - 1999	Sonics historia - 1999		История Соника. 1999 год
spb_title_ch1_10	History of Sonic - 2000	ソニックの歴史　２０００年	Historia de Sonic - 2000	Sonics Geschichte - 2000		Storia di Sonic - 2000	História do Sonic - 2000	Historia de Sonic - 2000	Historia Sonica - 2000	索尼克的歷史 — 2000	Sonic'in Tarihi - 2000	Sonics historia - 2000		История Соника. 2000 год
spb_title_ch1_11	History of Sonic - 2001	ソニックの歴史　２００１年	Historia de Sonic - 2001	Sonics Geschichte - 2001		Storia di Sonic - 2001	História do Sonic - 2001	Historia de Sonic - 2001	Historia Sonica - 2001	索尼克的歷史 — 2001	Sonic'in Tarihi - 2001	Sonics historia - 2001		История Соника. 2001 год
spb_title_ch1_12	History of Sonic - 2002	ソニックの歴史　２００２年	Historia de Sonic - 2002	Sonics Geschichte - 2002		Storia di Sonic - 2002	História do Sonic - 2002	Historia de Sonic - 2002	Historia Sonica - 2002	索尼克的歷史 — 2002	Sonic'in Tarihi - 2002	Sonics historia - 2002		История Соника. 2002 год
spb_title_ch1_13	History of Sonic - 2003	ソニックの歴史　２００３年	Historia de Sonic - 2003	Sonics Geschichte - 2003		Storia di Sonic - 2003	História do Sonic - 2003	Historia de Sonic - 2003	Historia Sonica - 2003	索尼克的歷史 — 2003	Sonic'in Tarihi - 2003	Sonics historia - 2003		История Соника. 2003 год
spb_title_ch1_14	History of Sonic - 2004	ソニックの歴史　２００４年	Historia de Sonic - 2004	Sonics Geschichte - 2004		Storia di Sonic - 2004	História do Sonic - 2004	Historia de Sonic - 2004	Historia Sonica - 2004	索尼克的歷史 — 2004	Sonic'in Tarihi - 2004	Sonics historia - 2004		История Соника. 2004 год
spb_title_ch1_15	History of Sonic - 2005, 2006	ソニックの歴史　２００５～２００６年	Historia de Sonic - 2005, 2006	Sonics Geschichte - 2005, 2006		Storia di Sonic - 2005,2006	História do Sonic - 2005, 2006	Historia de Sonic - 2005, 2006	Historia Sonica - 2005, 2006	索尼克的歷史 — 2005, 2006	Sonic'in Tarihi - 2005, 2006	Sonics historia - 2005, 2006		История Соника. 2005-2006 год
														
spb_title_ch2_1	Teaser Image 1	ティザー用　イメージ　１	Imagen Promocional 1	Aufmacher 1		Immagine Promozionale 1	Imagem Promocional 1	Imagen promocional 1	Zajawka Graficzna 1	前導圖 1	Fragman Resmi 1	Förhandsvisningsbild 1		Тизерное изображение 1
spb_title_ch2_2	Teaser Image 2	ティザー用　イメージ　２	Imagen Promocional 2	Aufmacher 2		Immagine Promozionale 2	Imagem Promocional 2	Imagen promocional 2	Zajawka Graficzna 2	前導圖 2	Fragman Resmi 2	Förhandsvisningsbild 2		Тизерное изображение 2
spb_title_ch2_3	Teaser Image - Japanese	ティザー　イメージ　日本語版	Imagen Promocional - Japonés	Aufmacher - Japanisch		Immagine Promozionale - Giapponese	Imagem Promocional - Japonesa	Imagen promocional - Japonés	Zajawka Graficzna - Japoński	前導圖 — 日文	Fragman Resmi - Japonca	Förhandsvisningsbild - Japanska		Тизерное изображение на японском языке
spb_title_ch2_4	Trade Show Pamphlet	ショー用　パンフレット	Folleto para Exhibición Comercial	Messeflyer		Opuscolo della Esebizione Commerciale	Panfleto de Feira Comercial	Folleto de exhibición comercial	Broszura Targowa	貿易展冊子	Fuar Broşürü	Mässbroschyr		Брошюра для шоу
spb_title_ch2_5	Teaser Image Final Version	ティザーイメージ　完全版	Imagen Promocional Final	Aufmacher - Endgültige Version		Versione Finale dell'Immagine Promozionale	Imagem Promocional Versão Final	Imagen promocional final	Zajawka Graficzna Wersja Finalna	前導圖 最終版	Fragman Resmi Son Versiyonu	Förhandsvisningsbild Sista Verision		Тизерное изображение, финальная версия
spb_title_ch2_6	Main Visual Image	メインビジュアル　イメージ	Imagen Protagónica	Visualisierung		Immagine Visiva Principale	Imagem Principal	Imagen visual principal	Główny Element Wizualny	主視覺圖	Ana Görsel Resmi	Huvudvisuell Bild		Изображение главного визуала
spb_title_ch2_7	Title Logo - English Version	タイトルロゴ　英語版	Logotipo del Título - Versión Inglesa	Titellogo - Englische Version		Logo del Titolo - Versione Inglese	Logomarca - Versão Inglesa	Logotipo del título - Versión en inglés	Logo Tytułu - Wersja Angielska	標題 英文版	Başlık Logosu - İngilizce Versiyon	Titellogotyp - Engelsk Version		Логотип на английском языке
spb_title_ch2_8	Title Logo - Japanese Version	タイトルロゴ　日本語版	Logotipo del Título - Versión Japonesa	Titellogo - Japanische Version		Logo del Titolo - Versione Giapponese	Logomarca - Versão Japonesa	Logotipo del título - Versión japonesa	Logo Tytułu - Wersja Japońska	標題 日文版	Başlık Logosu - Japonca Versiyon	Titellogotyp - Japansk Version		Логотип на японском языке
spb_title_ch2_9	Title Logo - German Version	タイトルロゴ　ドイツ語版	Logotipo del Título - Versión Alemana	Titellogo - Deutsche Version		Logo del Titolo - Versione Tedesca	Logomarca - Versão Alemã	Logotipo del título - Versión en alemán	Logo Tytułu - Wersja Niemiecka	標題 德文版	Başlık Logosu - Almanca Versiyon	Titellogotyp - Tysk Version		Логотип на немецком языке
spb_title_ch2_10	Title Logo - Italian Version	タイトルロゴ　イタリア語版	Logotipo del Título - Versión Italiana	Titellogo - Italienische Version		Logo del Titolo - Versione Italiana	Logomarca - Versão Italiana	Logotipo del título - Versión en italiano	Logo Tytułu - Wersja Włoska	標題 義大利文版	Başlık Logosu - İtalyanca Versiyon	Titellogotyp - Italiensk Version		Логотип на итальянском языке
spb_title_ch2_11	Title Logo - Spanish Version	タイトルロゴ　スペイン語版	Logotipo del Título - Versión Española	Titellogo - Spanische Version		Logo del Titolo - Versione Spagnola	Logomarca - Versão Espanhola	Logotipo del título - Versión en español	Logo Tytułu - Wersja Hiszpańska	標題 西班牙文版	Başlık Logosu - İspanyolca Versiyon	Titellogotyp - Spansk Version		Логотип на испанском языке
